,AROT_H,AROT_M,AROT_L,AROT_UM,AROT_J,AROT_S,DROT_H,DROT_M,DROT_L,DROT_UM,DROT_J,DROT_S
353,62.0,54.0,,59.0,,,37.0,26.0,,38.0,,
354,65.0,61.0,,47.0,,,53.0,41.0,,43.0,,
355,50.0,59.0,,55.0,,,53.0,41.0,,47.0,,
356,65.0,54.0,,60.0,,,48.0,44.0,,29.0,,
357,55.0,49.0,,50.0,,,42.0,30.0,,39.0,,
358,69.0,53.0,,56.0,,,53.0,39.0,,40.0,,
359,58.0,58.0,,55.0,,,49.0,67.0,,50.0,,
360,65.0,48.0,,60.0,,,39.0,36.0,,32.0,,
361,62.0,58.0,,63.0,,,50.0,44.0,,33.0,,
362,62.0,53.0,,52.0,,,48.0,34.0,,45.0,,
363,64.0,55.0,,55.0,,,52.0,42.0,,40.0,,
364,70.0,53.0,,57.0,,,38.0,52.0,,40.0,,
365,62.0,58.0,,74.0,,,49.0,38.0,,47.0,,
366,61.0,57.0,,69.0,,,36.0,29.0,,33.0,,
367,62.0,54.0,,59.0,,,39.0,45.0,,35.0,,
368,67.0,68.0,,66.0,,,51.0,34.0,,56.0,,
369,63.0,53.0,,62.0,,,49.0,31.0,,30.0,,
370,69.0,57.0,,53.0,,,39.0,39.0,,41.0,,
371,62.0,76.0,,58.0,,,43.0,42.0,,39.0,,
372,68.0,66.0,,47.0,,,42.0,33.0,,35.0,,
373,63.0,51.0,,57.0,,,48.0,42.0,,42.0,,
374,67.0,57.0,,61.0,,,53.0,42.0,,39.0,,
375,72.0,53.0,,61.0,,,52.0,33.0,,38.0,,
376,67.0,48.0,,62.0,,,41.0,35.0,,37.0,,
377,63.0,59.0,,48.0,,,55.0,50.0,,38.0,,
378,80.0,55.0,,52.0,,,46.0,37.0,,31.0,,
379,73.0,48.0,,58.0,,,53.0,41.0,,30.0,,
380,57.0,50.0,,60.0,,,49.0,42.0,,35.0,,
381,65.0,54.0,,58.0,,,48.0,47.0,,30.0,,
382,78.0,49.0,,53.0,,,34.0,37.0,,23.0,,
383,78.0,48.0,,58.0,,,51.0,39.0,,42.0,,
384,64.0,46.0,,60.0,,,50.0,38.0,,55.0,,
385,70.0,51.0,,58.0,,,33.0,32.0,,38.0,,
386,59.0,48.0,,64.0,,,29.0,34.0,,40.0,,
387,68.0,45.0,,67.0,,,50.0,34.0,,45.0,,
388,64.0,47.0,,57.0,,,46.0,46.0,,38.0,,
389,66.0,51.0,,57.0,,,40.0,39.0,,40.0,,
390,60.0,53.0,,72.0,,,39.0,52.0,,51.0,,
391,61.0,62.0,,66.0,,,52.0,55.0,,41.0,,
392,68.0,50.0,,53.0,,,51.0,34.0,,45.0,,
393,71.0,52.0,,55.0,,,53.0,40.0,,45.0,,
394,62.0,51.0,,65.0,,,39.0,36.0,,54.0,,
395,66.0,54.0,,58.0,,,48.0,37.0,,60.0,,
396,67.0,54.0,,62.0,,,39.0,40.0,,37.0,,
397,68.0,46.0,,53.0,,,54.0,31.0,,52.0,,
398,58.0,49.0,,58.0,,,51.0,43.0,,32.0,,
399,74.0,52.0,,56.0,,,35.0,42.0,,43.0,,
400,64.0,54.0,,58.0,,,49.0,50.0,,32.0,,
401,69.0,52.0,,82.0,,,34.0,42.0,,32.0,,
402,54.0,58.0,,66.0,,,49.0,35.0,,31.0,,
403,63.0,46.0,,50.0,,,48.0,49.0,,49.0,,
404,58.0,51.0,,54.0,,,40.0,40.0,,39.0,,
405,65.0,53.0,,55.0,,,29.0,27.0,,61.0,,
406,69.0,57.0,,57.0,,,62.0,56.0,,76.0,,
407,60.0,56.0,,56.0,,,48.0,42.0,,45.0,,
408,68.0,51.0,,46.0,,,50.0,35.0,,36.0,,
409,55.0,52.0,,62.0,,,39.0,51.0,,61.0,,
410,74.0,52.0,,47.0,,,52.0,42.0,,42.0,,
411,69.0,54.0,,54.0,,,42.0,61.0,,59.0,,
412,63.0,50.0,,59.0,,,43.0,35.0,,32.0,,
413,70.0,53.0,,62.0,,,47.0,37.0,,38.0,,
414,56.0,60.0,,59.0,,,52.0,41.0,,48.0,,
415,62.0,51.0,,55.0,,,48.0,39.0,,40.0,,
416,61.0,49.0,,53.0,,,47.0,35.0,,51.0,,
417,56.0,58.0,,50.0,,,52.0,44.0,,47.0,,
418,61.0,56.0,,49.0,,,41.0,51.0,,56.0,,
419,59.0,50.0,,54.0,,,33.0,39.0,,52.0,,
420,60.0,57.0,,66.0,,,49.0,41.0,,32.0,,
421,67.0,49.0,,51.0,,,51.0,37.0,,37.0,,
422,63.0,58.0,,59.0,,,33.0,52.0,,43.0,,
423,67.0,59.0,,63.0,,,50.0,43.0,,34.0,,
424,57.0,53.0,,58.0,,,44.0,45.0,,33.0,,
425,71.0,67.0,,52.0,,,49.0,35.0,,44.0,,
426,61.0,55.0,,52.0,,,49.0,36.0,,47.0,,
427,66.0,58.0,,59.0,,,53.0,32.0,,44.0,,
428,60.0,53.0,,54.0,,,31.0,38.0,,40.0,,
429,68.0,63.0,,51.0,,,48.0,34.0,,41.0,,
430,66.0,58.0,,61.0,,,40.0,50.0,,31.0,,
431,63.0,59.0,,50.0,,,50.0,45.0,,30.0,,
432,54.0,53.0,,56.0,,,40.0,58.0,,49.0,,
433,62.0,51.0,,55.0,,,43.0,46.0,,37.0,,
434,58.0,48.0,,57.0,,,36.0,37.0,,35.0,,
435,77.0,52.0,,58.0,,,42.0,34.0,,30.0,,
436,56.0,56.0,,58.0,,,51.0,52.0,,51.0,,
437,90.0,55.0,,49.0,,,84.0,40.0,,33.0,,
438,73.0,50.0,,58.0,,,56.0,29.0,,59.0,,
439,61.0,52.0,,51.0,,,51.0,63.0,,45.0,,
440,59.0,52.0,,53.0,,,42.0,41.0,,39.0,,
441,60.0,51.0,,46.0,,,48.0,34.0,,48.0,,
442,64.0,76.0,,52.0,,,53.0,47.0,,40.0,,
443,57.0,54.0,,63.0,,,49.0,36.0,,44.0,,
444,59.0,55.0,,65.0,,,50.0,61.0,,53.0,,
445,68.0,60.0,,61.0,,,49.0,47.0,,50.0,,
446,69.0,53.0,,66.0,,,43.0,46.0,,34.0,,
447,64.0,55.0,,55.0,,,47.0,49.0,,40.0,,
448,63.0,62.0,,56.0,,,45.0,41.0,,53.0,,
449,73.0,61.0,,56.0,,,55.0,37.0,,37.0,,
450,66.0,60.0,,60.0,,,52.0,34.0,,46.0,,
451,68.0,56.0,,50.0,,,44.0,34.0,,38.0,,
452,72.0,62.0,,53.0,,,35.0,41.0,,34.0,,
453,71.0,66.0,,54.0,,,42.0,46.0,,52.0,,
454,63.0,52.0,,64.0,,,53.0,40.0,,56.0,,
455,75.0,59.0,,74.0,,,52.0,34.0,,39.0,,
456,67.0,66.0,,56.0,,,49.0,46.0,,37.0,,
457,65.0,61.0,,63.0,,,45.0,39.0,,35.0,,
458,64.0,62.0,,53.0,,,45.0,37.0,,29.0,,
459,68.0,61.0,,58.0,,,40.0,33.0,,20.0,,
460,55.0,75.0,,61.0,,,56.0,39.0,,36.0,,
461,63.0,57.0,,64.0,,,30.0,33.0,,38.0,,
462,57.0,48.0,,57.0,,,51.0,39.0,,46.0,,
463,55.0,56.0,,52.0,,,45.0,56.0,,16.0,,
464,60.0,61.0,,60.0,,,38.0,42.0,,61.0,,
465,58.0,51.0,,48.0,,,44.0,46.0,,48.0,,
466,59.0,51.0,,64.0,,,46.0,45.0,,57.0,,
467,63.0,54.0,,54.0,,,46.0,36.0,,35.0,,
468,66.0,55.0,,57.0,,,48.0,33.0,,47.0,,
469,54.0,59.0,,49.0,,,49.0,50.0,,80.0,,
470,55.0,77.0,,55.0,,,51.0,36.0,,47.0,,
471,73.0,53.0,,48.0,,,55.0,33.0,,67.0,,
472,64.0,61.0,,66.0,,,53.0,46.0,,39.0,,
473,59.0,68.0,,64.0,,,55.0,47.0,,38.0,,
474,85.0,50.0,,52.0,,,49.0,35.0,,41.0,,
475,66.0,57.0,,56.0,,,50.0,48.0,,46.0,,
476,75.0,56.0,,58.0,,,55.0,42.0,,50.0,,
477,61.0,61.0,,50.0,,,38.0,38.0,,118.0,,
478,64.0,59.0,,56.0,,,34.0,26.0,,32.0,,
479,62.0,55.0,,51.0,,,35.0,33.0,,38.0,,
480,71.0,56.0,,64.0,,,49.0,58.0,,43.0,,
481,63.0,52.0,,61.0,,,47.0,34.0,,37.0,,
482,62.0,53.0,,56.0,,,47.0,37.0,,43.0,,
483,59.0,61.0,,61.0,,,32.0,43.0,,43.0,,
484,63.0,54.0,,56.0,,,42.0,50.0,,35.0,,
485,61.0,58.0,,53.0,,,49.0,34.0,,49.0,,
486,71.0,62.0,,54.0,,,33.0,42.0,,38.0,,
487,62.0,59.0,,55.0,,,59.0,52.0,,50.0,,
488,61.0,65.0,,56.0,,,35.0,37.0,,37.0,,
489,67.0,62.0,,54.0,,,54.0,37.0,,34.0,,
490,68.0,55.0,,59.0,,,55.0,43.0,,26.0,,
491,66.0,55.0,,71.0,,,51.0,32.0,,27.0,,
492,63.0,60.0,,63.0,,,51.0,42.0,,46.0,,
493,62.0,55.0,,60.0,,,48.0,41.0,,66.0,,
494,59.0,60.0,,55.0,,,41.0,39.0,,35.0,,
495,59.0,61.0,,62.0,,,57.0,34.0,,53.0,,
496,60.0,66.0,,51.0,,,65.0,52.0,,59.0,,
497,60.0,57.0,,54.0,,,47.0,33.0,,34.0,,
498,56.0,56.0,,49.0,,,42.0,48.0,,42.0,,
499,55.0,56.0,,63.0,,,31.0,45.0,,45.0,,
500,53.0,63.0,,54.0,,,58.0,63.0,,41.0,,
501,61.0,68.0,,56.0,,,46.0,63.0,,52.0,,
502,63.0,56.0,,65.0,,,46.0,28.0,,45.0,,
503,57.0,56.0,,58.0,,,41.0,34.0,,30.0,,
504,58.0,60.0,,52.0,,,42.0,43.0,,38.0,,
505,56.0,58.0,,59.0,,,29.0,45.0,,48.0,,
506,71.0,67.0,,57.0,,,44.0,38.0,,58.0,,
507,57.0,54.0,,60.0,,,51.0,38.0,,57.0,,
508,68.0,65.0,,56.0,,,61.0,41.0,,40.0,,
509,66.0,58.0,,47.0,,,36.0,33.0,,41.0,,
510,72.0,55.0,,60.0,,,48.0,48.0,,45.0,,
511,62.0,62.0,,55.0,,,38.0,25.0,,40.0,,
512,70.0,66.0,,60.0,,,62.0,134.0,,45.0,,
513,63.0,65.0,,64.0,,,51.0,47.0,,44.0,,
514,60.0,52.0,,51.0,,,55.0,43.0,,45.0,,
515,61.0,58.0,,64.0,,,49.0,43.0,,44.0,,
516,56.0,55.0,,55.0,,,49.0,38.0,,36.0,,
517,58.0,52.0,,55.0,,,49.0,31.0,,38.0,,
518,68.0,65.0,,49.0,,,48.0,31.0,,36.0,,
519,63.0,55.0,,61.0,,,115.0,27.0,,43.0,,
520,54.0,54.0,,55.0,,,39.0,38.0,,33.0,,
521,72.0,54.0,,53.0,,,39.0,46.0,,32.0,,
522,65.0,57.0,,55.0,,,43.0,40.0,,45.0,,
523,54.0,62.0,,55.0,,,49.0,55.0,,85.0,,
524,70.0,55.0,,54.0,,,41.0,35.0,,46.0,,
525,73.0,69.0,,45.0,,,48.0,31.0,,35.0,,
526,63.0,65.0,,52.0,,,53.0,47.0,,34.0,,
527,62.0,50.0,,58.0,,,46.0,34.0,,50.0,,
528,60.0,52.0,,54.0,,,31.0,29.0,,57.0,,
529,61.0,50.0,,53.0,,,42.0,32.0,,33.0,,
530,58.0,64.0,,50.0,,,44.0,51.0,,31.0,,
531,68.0,60.0,,55.0,,,50.0,37.0,,29.0,,
532,77.0,51.0,,66.0,,,52.0,48.0,,47.0,,
533,63.0,55.0,,64.0,,,37.0,34.0,,35.0,,
534,66.0,59.0,,58.0,,,38.0,49.0,,37.0,,
535,78.0,51.0,,60.0,,,51.0,53.0,,49.0,,
536,74.0,58.0,,59.0,,,51.0,54.0,,54.0,,
537,57.0,53.0,,54.0,,,55.0,54.0,,41.0,,
538,57.0,57.0,,64.0,,,45.0,44.0,,43.0,,
539,66.0,53.0,,55.0,,,55.0,36.0,,37.0,,
540,58.0,57.0,,55.0,,,49.0,35.0,,42.0,,
541,56.0,71.0,,63.0,,,43.0,38.0,,42.0,,
542,66.0,50.0,,54.0,,,42.0,46.0,,35.0,,
543,62.0,58.0,,66.0,,,36.0,38.0,,37.0,,
544,67.0,53.0,,49.0,,,60.0,43.0,,40.0,,
545,64.0,68.0,,53.0,,,58.0,37.0,,34.0,,
546,57.0,53.0,,57.0,,,52.0,41.0,,32.0,,
547,75.0,67.0,,57.0,,,49.0,29.0,,49.0,,
548,65.0,64.0,,72.0,,,52.0,42.0,,37.0,,
549,59.0,50.0,,66.0,,,65.0,44.0,,38.0,,
550,59.0,64.0,,50.0,,,56.0,35.0,,41.0,,
551,65.0,56.0,,66.0,,,55.0,41.0,,44.0,,
552,67.0,61.0,,62.0,,,47.0,27.0,,47.0,,
553,67.0,54.0,,55.0,,,46.0,28.0,,41.0,,
554,72.0,71.0,,55.0,,,51.0,39.0,,44.0,,
555,61.0,50.0,,52.0,,,53.0,33.0,,71.0,,
556,62.0,54.0,,56.0,,,70.0,32.0,,39.0,,
557,54.0,52.0,,48.0,,,36.0,44.0,,34.0,,
558,57.0,54.0,,60.0,,,50.0,38.0,,45.0,,
559,60.0,53.0,,57.0,,,49.0,40.0,,48.0,,
560,58.0,54.0,,56.0,,,33.0,38.0,,39.0,,
561,66.0,61.0,,62.0,,,32.0,42.0,,56.0,,
562,68.0,57.0,,50.0,,,54.0,44.0,,43.0,,
563,80.0,57.0,,55.0,,,45.0,60.0,,41.0,,
564,55.0,60.0,,60.0,,,47.0,35.0,,56.0,,
565,66.0,61.0,,53.0,,,35.0,45.0,,34.0,,
566,63.0,55.0,,57.0,,,53.0,51.0,,37.0,,
567,61.0,56.0,,66.0,,,37.0,44.0,,38.0,,
568,62.0,59.0,,61.0,,,34.0,37.0,,40.0,,
569,74.0,55.0,,58.0,,,51.0,41.0,,37.0,,
570,60.0,57.0,,58.0,,,41.0,43.0,,32.0,,
571,65.0,57.0,,62.0,,,50.0,33.0,,44.0,,
572,60.0,59.0,,62.0,,,51.0,38.0,,48.0,,
573,73.0,62.0,,65.0,,,56.0,34.0,,50.0,,
574,74.0,58.0,,53.0,,,52.0,33.0,,34.0,,
575,55.0,62.0,,54.0,,,47.0,46.0,,48.0,,
576,71.0,49.0,,53.0,,,51.0,34.0,,50.0,,
577,61.0,60.0,,52.0,,,51.0,39.0,,36.0,,
578,54.0,50.0,,56.0,,,53.0,43.0,,48.0,,
579,65.0,55.0,,52.0,,,57.0,37.0,,37.0,,
580,69.0,57.0,,63.0,,,44.0,32.0,,51.0,,
581,65.0,56.0,,61.0,,,50.0,38.0,,43.0,,
582,63.0,47.0,,70.0,,,47.0,43.0,,31.0,,
583,70.0,50.0,,51.0,,,51.0,39.0,,27.0,,
584,68.0,53.0,,61.0,,,40.0,32.0,,43.0,,
585,58.0,60.0,,51.0,,,35.0,55.0,,45.0,,
586,55.0,56.0,,49.0,,,44.0,37.0,,44.0,,
587,48.0,53.0,,54.0,,,48.0,40.0,,45.0,,
588,63.0,62.0,,54.0,,,37.0,34.0,,36.0,,
589,57.0,51.0,,48.0,,,41.0,37.0,,38.0,,
590,67.0,55.0,,53.0,,,34.0,37.0,,50.0,,
591,57.0,52.0,,58.0,,,48.0,51.0,,34.0,,
592,64.0,56.0,,64.0,,,38.0,36.0,,35.0,,
593,60.0,57.0,,53.0,,,45.0,38.0,,31.0,,
594,63.0,58.0,,45.0,,,48.0,35.0,,52.0,,
595,76.0,53.0,,58.0,,,49.0,46.0,,37.0,,
596,56.0,50.0,,57.0,,,37.0,35.0,,50.0,,
597,64.0,58.0,,55.0,,,47.0,38.0,,56.0,,
598,68.0,49.0,,50.0,,,49.0,57.0,,52.0,,
599,58.0,61.0,,53.0,,,51.0,41.0,,46.0,,
600,59.0,50.0,,66.0,,,59.0,36.0,,54.0,,
601,58.0,68.0,,59.0,,,46.0,56.0,,38.0,,
602,51.0,52.0,,51.0,,,76.0,60.0,,32.0,,
603,53.0,53.0,,53.0,,,40.0,49.0,,42.0,,
604,56.0,54.0,,52.0,,,47.0,39.0,,40.0,,
605,63.0,53.0,,50.0,,,48.0,39.0,,40.0,,
606,74.0,51.0,,59.0,,,54.0,45.0,,43.0,,
607,57.0,57.0,,62.0,,,52.0,41.0,,49.0,,
608,52.0,49.0,,53.0,,,36.0,45.0,,48.0,,
609,61.0,49.0,,56.0,,,52.0,47.0,,44.0,,
610,66.0,52.0,,64.0,,,51.0,43.0,,46.0,,
611,59.0,57.0,,54.0,,,47.0,47.0,,37.0,,
612,64.0,51.0,,46.0,,,36.0,42.0,,35.0,,
613,76.0,54.0,,57.0,,,74.0,39.0,,32.0,,
614,54.0,52.0,,53.0,,,36.0,38.0,,32.0,,
615,61.0,52.0,,61.0,,,48.0,41.0,,32.0,,
616,55.0,50.0,,56.0,,,35.0,47.0,,38.0,,
617,61.0,49.0,,54.0,,,51.0,48.0,,58.0,,
618,73.0,58.0,,58.0,,,38.0,43.0,,47.0,,
619,76.0,55.0,,51.0,,,54.0,39.0,,30.0,,
620,58.0,50.0,,58.0,,,54.0,33.0,,43.0,,
621,63.0,54.0,,57.0,,,45.0,32.0,,35.0,,
622,65.0,56.0,,57.0,,,64.0,34.0,,41.0,,
623,62.0,53.0,,67.0,,,42.0,53.0,,42.0,,
624,56.0,56.0,,53.0,,,47.0,38.0,,37.0,,
625,74.0,58.0,,56.0,,,89.0,40.0,,35.0,,
626,48.0,47.0,,49.0,,,36.0,43.0,,32.0,,
627,61.0,50.0,,56.0,,,44.0,34.0,,39.0,,
628,58.0,56.0,,60.0,,,43.0,61.0,,49.0,,
629,63.0,55.0,,50.0,,,49.0,41.0,,30.0,,
630,63.0,62.0,,55.0,,,46.0,52.0,,48.0,,
631,61.0,57.0,,57.0,,,48.0,40.0,,42.0,,
632,63.0,53.0,,68.0,,,48.0,33.0,,46.0,,
633,71.0,56.0,,75.0,,,54.0,28.0,,32.0,,
634,66.0,57.0,,50.0,,,49.0,39.0,,34.0,,
635,72.0,56.0,,53.0,,,47.0,39.0,,45.0,,
636,59.0,53.0,,48.0,,,52.0,54.0,,55.0,,
637,67.0,55.0,,58.0,,,31.0,31.0,,50.0,,
638,69.0,58.0,,61.0,,,44.0,37.0,,41.0,,
639,73.0,52.0,,62.0,,,36.0,42.0,,34.0,,
640,69.0,49.0,,58.0,,,50.0,39.0,,38.0,,
641,58.0,60.0,,68.0,,,39.0,36.0,,37.0,,
642,72.0,54.0,,54.0,,,51.0,54.0,,38.0,,
643,69.0,60.0,,59.0,,,50.0,36.0,,27.0,,
644,60.0,59.0,,52.0,,,38.0,76.0,,34.0,,
645,63.0,57.0,,59.0,,,44.0,42.0,,45.0,,
646,70.0,64.0,,52.0,,,50.0,33.0,,45.0,,
647,60.0,57.0,,55.0,,,37.0,36.0,,33.0,,
648,72.0,51.0,,60.0,,,54.0,47.0,,40.0,,
649,60.0,50.0,,69.0,,,36.0,36.0,,32.0,,
650,75.0,58.0,,60.0,,,60.0,56.0,,42.0,,
651,89.0,67.0,,54.0,,,57.0,44.0,,42.0,,
652,53.0,53.0,,51.0,,,40.0,36.0,,44.0,,
653,68.0,55.0,,60.0,,,50.0,42.0,,48.0,,
654,54.0,45.0,,50.0,,,54.0,35.0,,62.0,,
655,67.0,62.0,,51.0,,,85.0,41.0,,44.0,,
656,59.0,53.0,,60.0,,,38.0,58.0,,48.0,,
657,71.0,63.0,,57.0,,,40.0,47.0,,40.0,,
658,67.0,58.0,,56.0,,,52.0,45.0,,45.0,,
659,76.0,67.0,,61.0,,,49.0,59.0,,49.0,,
660,56.0,56.0,,53.0,,,50.0,41.0,,41.0,,
661,58.0,62.0,,59.0,,,54.0,38.0,,42.0,,
662,57.0,61.0,,51.0,,,49.0,36.0,,38.0,,
663,54.0,58.0,,58.0,,,43.0,43.0,,31.0,,
664,58.0,54.0,,52.0,,,46.0,35.0,,35.0,,
665,57.0,77.0,,61.0,,,34.0,38.0,,55.0,,
666,75.0,51.0,,57.0,,,37.0,37.0,,28.0,,
667,49.0,83.0,,66.0,,,47.0,31.0,,50.0,,
668,56.0,58.0,,64.0,,,62.0,39.0,,60.0,,
669,61.0,69.0,,52.0,,,55.0,37.0,,42.0,,
670,55.0,60.0,,60.0,,,51.0,46.0,,54.0,,
671,57.0,55.0,,57.0,,,47.0,40.0,,34.0,,
672,68.0,60.0,,51.0,,,34.0,32.0,,48.0,,
673,60.0,53.0,,52.0,,,39.0,33.0,,46.0,,
674,57.0,54.0,,51.0,,,49.0,41.0,,38.0,,
675,57.0,54.0,,67.0,,,2.0,42.0,,40.0,,
676,61.0,55.0,,57.0,,,1.0,41.0,,38.0,,
677,58.0,61.0,,56.0,,,1.0,58.0,,41.0,,
678,62.0,65.0,,61.0,,,37.0,33.0,,49.0,,
679,59.0,56.0,,53.0,,,32.0,44.0,,34.0,,
680,78.0,59.0,,55.0,,,52.0,37.0,,46.0,,
681,53.0,51.0,,58.0,,,35.0,36.0,,60.0,,
682,66.0,52.0,,59.0,,,49.0,38.0,,38.0,,
683,59.0,57.0,,62.0,,,48.0,43.0,,37.0,,
684,62.0,61.0,,56.0,,,49.0,37.0,,33.0,,
685,65.0,53.0,,58.0,,,45.0,34.0,,19.0,,
686,61.0,51.0,,53.0,,,52.0,73.0,,42.0,,
687,71.0,62.0,,54.0,,,44.0,31.0,,74.0,,
688,66.0,50.0,,55.0,,,48.0,41.0,,52.0,,
689,54.0,64.0,,51.0,,,43.0,33.0,,49.0,,
690,65.0,59.0,,51.0,,,48.0,35.0,,33.0,,
691,77.0,51.0,,55.0,,,53.0,39.0,,40.0,,
692,64.0,59.0,,52.0,,,50.0,30.0,,35.0,,
693,58.0,59.0,,62.0,,,58.0,43.0,,58.0,,
694,70.0,50.0,,59.0,,,51.0,34.0,,47.0,,
695,69.0,55.0,,51.0,,,67.0,41.0,,36.0,,
696,66.0,48.0,,56.0,,,46.0,49.0,,38.0,,
697,72.0,51.0,,53.0,,,42.0,35.0,,38.0,,
698,52.0,53.0,,48.0,,,39.0,39.0,,44.0,,
699,58.0,55.0,,53.0,,,54.0,44.0,,40.0,,
700,62.0,56.0,,59.0,,,34.0,47.0,,49.0,,
701,66.0,56.0,,63.0,,,34.0,39.0,,47.0,,
702,70.0,50.0,,59.0,,,47.0,107.0,,46.0,,
703,54.0,51.0,,60.0,,,48.0,37.0,,39.0,,
704,83.0,54.0,,60.0,,,49.0,37.0,,32.0,,
705,60.0,47.0,,52.0,,,41.0,35.0,,43.0,,
706,68.0,48.0,,61.0,,,50.0,28.0,,46.0,,
707,63.0,62.0,,60.0,,,39.0,36.0,,39.0,,
708,62.0,52.0,,57.0,,,35.0,46.0,,36.0,,
709,62.0,55.0,,63.0,,,35.0,88.0,,45.0,,
710,64.0,51.0,,69.0,,,41.0,41.0,,37.0,,
711,67.0,49.0,,75.0,,,42.0,41.0,,43.0,,
712,58.0,55.0,,67.0,,,35.0,41.0,,59.0,,
713,72.0,55.0,,68.0,,,45.0,36.0,,45.0,,
714,70.0,54.0,,68.0,,,47.0,32.0,,38.0,,
715,65.0,53.0,,66.0,,,52.0,33.0,,31.0,,
716,54.0,73.0,,65.0,,,46.0,37.0,,31.0,,
717,66.0,51.0,,70.0,,,50.0,45.0,,45.0,,
718,61.0,54.0,,70.0,,,45.0,32.0,,36.0,,
719,66.0,56.0,,59.0,,,53.0,26.0,,37.0,,
720,64.0,51.0,,73.0,,,43.0,30.0,,54.0,,
721,60.0,59.0,,65.0,,,41.0,44.0,,41.0,,
722,73.0,56.0,,62.0,,,49.0,38.0,,42.0,,
723,59.0,54.0,,69.0,,,50.0,55.0,,33.0,,
724,66.0,55.0,,78.0,,,54.0,47.0,,41.0,,
725,59.0,54.0,,76.0,,,45.0,52.0,,46.0,,
726,67.0,52.0,,51.0,,,52.0,49.0,,54.0,,
727,53.0,54.0,,69.0,,,52.0,45.0,,35.0,,
728,58.0,58.0,,70.0,,,42.0,36.0,,43.0,,
729,52.0,59.0,,62.0,,,53.0,36.0,,55.0,,
730,73.0,57.0,,71.0,,,36.0,38.0,,34.0,,
731,62.0,51.0,,65.0,,,39.0,29.0,,39.0,,
732,62.0,56.0,,54.0,,,55.0,48.0,,36.0,,
733,65.0,53.0,,69.0,,,53.0,43.0,,35.0,,
734,70.0,59.0,,65.0,,,36.0,38.0,,30.0,,
735,74.0,49.0,,76.0,,,56.0,47.0,,43.0,,
736,65.0,57.0,,74.0,,,40.0,35.0,,29.0,,
737,61.0,55.0,,57.0,,,36.0,33.0,,40.0,,
738,57.0,53.0,,61.0,,,45.0,33.0,,37.0,,
739,66.0,75.0,,56.0,,,49.0,39.0,,23.0,,
740,59.0,52.0,,59.0,,,32.0,35.0,,36.0,,
741,56.0,57.0,,57.0,,,37.0,36.0,,45.0,,
742,57.0,61.0,,66.0,,,48.0,31.0,,48.0,,
743,58.0,62.0,,77.0,,,49.0,32.0,,43.0,,
744,57.0,56.0,,64.0,,,30.0,44.0,,38.0,,
745,73.0,56.0,,75.0,,,34.0,33.0,,43.0,,
746,55.0,66.0,,69.0,,,54.0,37.0,,37.0,,
747,72.0,67.0,,80.0,,,50.0,48.0,,37.0,,
748,74.0,68.0,,71.0,,,48.0,35.0,,35.0,,
749,63.0,56.0,,65.0,,,43.0,33.0,,36.0,,
750,62.0,54.0,,71.0,,,53.0,27.0,,37.0,,
751,66.0,58.0,,65.0,,,46.0,41.0,,37.0,,
752,66.0,54.0,,77.0,,,53.0,50.0,,39.0,,
753,61.0,51.0,,67.0,,,50.0,56.0,,32.0,,
754,66.0,56.0,,60.0,,,42.0,58.0,,39.0,,
755,61.0,53.0,,68.0,,,51.0,34.0,,34.0,,
756,64.0,49.0,,64.0,,,37.0,35.0,,45.0,,
757,59.0,67.0,,74.0,,,54.0,49.0,,41.0,,
758,63.0,59.0,,76.0,,,48.0,44.0,,45.0,,
759,66.0,51.0,,83.0,,,49.0,35.0,,54.0,,
760,57.0,57.0,,68.0,,,54.0,37.0,,52.0,,
761,61.0,61.0,,74.0,,,57.0,46.0,,46.0,,
762,62.0,52.0,,71.0,,,37.0,34.0,,47.0,,
763,59.0,58.0,,67.0,,,47.0,30.0,,32.0,,
764,69.0,70.0,,54.0,,,48.0,35.0,,41.0,,
765,70.0,54.0,,76.0,,,49.0,32.0,,33.0,,
766,73.0,57.0,,72.0,,,42.0,55.0,,49.0,,
767,57.0,52.0,,55.0,,,43.0,35.0,,39.0,,
768,59.0,52.0,,59.0,,,49.0,71.0,,31.0,,
769,68.0,70.0,,62.0,,,50.0,42.0,,57.0,,
770,68.0,55.0,,75.0,,,38.0,30.0,,52.0,,
771,69.0,50.0,,61.0,,,50.0,31.0,,42.0,,
772,56.0,48.0,,67.0,,,58.0,34.0,,38.0,,
773,67.0,55.0,,57.0,,,40.0,73.0,,39.0,,
774,67.0,67.0,,64.0,,,36.0,50.0,,39.0,,
775,72.0,57.0,,60.0,,,52.0,32.0,,38.0,,
776,62.0,60.0,,76.0,,,35.0,36.0,,32.0,,
777,66.0,58.0,,61.0,,,44.0,40.0,,38.0,,
778,72.0,58.0,,63.0,,,45.0,34.0,,48.0,,
779,63.0,60.0,,71.0,,,51.0,30.0,,35.0,,
780,60.0,81.0,,72.0,,,52.0,34.0,,43.0,,
781,69.0,59.0,,72.0,,,41.0,34.0,,39.0,,
782,64.0,57.0,,56.0,,,35.0,50.0,,45.0,,
783,56.0,71.0,,57.0,,,34.0,36.0,,38.0,,
784,75.0,68.0,,64.0,,,47.0,50.0,,50.0,,
785,77.0,54.0,,70.0,,,54.0,39.0,,34.0,,
786,69.0,69.0,,63.0,,,52.0,30.0,,48.0,,
787,68.0,66.0,,67.0,,,37.0,52.0,,53.0,,
